Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Premium Bhavnagri Tikha Gathiya | Extra Spicy Gram Flour Noodles 250g,premium-bhavnagri-tikha-gathiya,"Dare to take on the heat with our Premium Bhavnagri Tikha Gathiya â€“ the spiciest gathiya in our range. These thick, crunchy gram flour noodles are loaded with an extra-hot blend of red chilli, black pepper, and a proprietary 'tikha masala' that delivers an intense, lingering heat. Not for the faint-hearted â€“ this is gathiya for true spice warriors. The aggressive spice level is balanced by the nutty richness of premium besan, making every fiery bite deeply satisfying. Made with pure spices. Freshly sealed for potency. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Tikha Gathiya, Spicy Gathiya, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Extra Hot Snacks, Red Chilli Snacks, Tea Time Snack, Traditional Namkeen, Fiery Snacks",TRUE,Active,BF-TKHGTH-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1Xso6RnfKDjm6jrv1hFGdi0g_4Pd2N7wC,1,Premium Bhavnagri Tikha gathiya - Authentic Traditional Gujarati Snack Namkeen,,FALSE,Buy Premium Bhavnagri Tikha Gathiya Online | Extra Spicy Gathiya 250g,"Order Bhavnagri Tikha Gathiya â€“ extra hot, fiery gram flour noodles for spice lovers. Intense heat, authentic recipe. Dare to try!",,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-TKHGTH-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Hottest Pick,Gathiya Range,Namkeen,Bhavnagri,Spice Warriors
,premium-bhavnagri-tikha-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=15JNL0T7y-tmwOcTHOqyzauj9hVXtJmIS,2,Crispy texture close-up of Premium Bhavnagri Tikha gathiya showing delicious handcrafted ingredients,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-tikha-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1bu7-4jLj4jOqI8asJmguGk_u8F9RW5Vt,3,"Premium quality features of Bhavnagri Tikha gathiya - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-tikha-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1KrrU4g9X2w0oukS5ILZ2-lZrI-3fZ6SI,4,Enjoying Premium Bhavnagri Tikha gathiya as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-tikha-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1rLetysMH6eyU7o3x7jFLx_awNzpHhQ1g,5,Multiple premium presentation views and packaging details of Bhavnagri Tikha gathiya Namkeen,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Til Papdi | Sesame Crispy Wafer Snack 250g,premium-bhavnagri-til-papdi,"Celebrate the timeless flavours of Gujarat with our Premium Bhavnagri Til Papdi. These paper-thin, crispy wafers are crafted from a delicate dough of gram flour enriched with generous amounts of white sesame seeds (til) and a subtle spice blend. Each papdi shatters into a delightful crunch, releasing the warm, nutty aroma of toasted sesame. A traditional Gujarati delicacy often served during festivals, weddings, and special occasions. Rich in calcium and iron from sesame seeds. No artificial additives. Freshly made. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Til Papdi, Sesame Snacks, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Crispy Wafers, Traditional Snacks, Festive Snacks, Sesame Wafer, Wedding Snacks",TRUE,Active,BF-TILPPD-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1Qt_0yqqWQaNGWevhCZOsA1HpbfZEAbbK,1,Premium Bhavnagri Til papdi - Authentic Traditional Gujarati Snack Namkeen,,FALSE,Buy Premium Bhavnagri Til Papdi Online | Sesame Crispy Wafer 250g,"Order Bhavnagri Til Papdi â€“ crispy sesame wafers made with gram flour & white til. Traditional festive snack, rich in calcium. Shop now!",,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-TILPPD-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Festive Special,Traditional Range,Namkeen,Bhavnagri,Festive Snacks
,premium-bhavnagri-til-papdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=10ZuWbMlYpi_MPn54rktRqyhT5OTj-ZkW,2,Crispy texture close-up of Premium Bhavnagri Til papdi showing delicious handcrafted ingredients,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-til-papdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1bQ2_GexVLSB-TP4xN6M8-SYxF7gS3yI6,3,"Premium quality features of Bhavnagri Til papdi - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-til-papdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1VP90OYt2MCnvRFR0nLNF2aiq_IXYY_su,4,Enjoying Premium Bhavnagri Til papdi as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-til-papdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=12pD0u5UVX0DsRhHOx5PGA4G-fqAKzGX5,5,Multiple premium presentation views and packaging details of Bhavnagri Til papdi Namkeen,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Magic Puri | Crispy Spiced Flour Crackers 250g,premium-bhavnagri-magic-puri,"Delight in the spellbinding taste of our Premium Bhavnagri Magic Puri. These circular, flaky, and crispy golden crackers are seasoned with a secret spices blend of black pepper, carom seeds, and a hint of turmeric. Expertly kneaded and rolled to perfection, each puri delivers a satisfying crunch and a rich, buttery savoriness that melts in your mouth. Perfect for tea-time, family picnics, or festive platters. No artificial colors. Freshly packed. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Magic Puri, Crispy Puri, Spiced Crackers, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Tea Time Snack, Crunchy Puri, Festive Snacks, Traditional Namkeen",TRUE,Active,BF-MGCPRI-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1OxnDabNO6L5XGh0pDP6hBPyj2WprCggX,1,Crispy texture close-up of Premium Bhavnagri Magic Puri showing delicious handcrafted ingredients,,FALSE,Buy Premium Bhavnagri Magic Puri Online | Crispy Spiced Crackers 250g,"Order authentic Bhavnagri Magic Puri - circular flaky spiced golden crackers made with carom seeds & black pepper. Freshly packed, traditional recipe. Buy now!",,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-MGCPRI-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Unique Find,Fusion Range,Namkeen,Bhavnagri,Crispy Crackers
,premium-bhavnagri-magic-puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=13Wox69huni9BHBvhaRovl_poz0SGQdMB,2,"Premium quality features of Bhavnagri Magic Puri - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-magic-puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=112uitYi3EFtEx1dKRVHWktj6bKk5ddUX,3,Enjoying Premium Bhavnagri Magic Puri as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-magic-puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=17rAm-qCBnVcU93frxN-nOGlDFK3KKlot,4,Multiple premium presentation views and packaging details of Bhavnagri Magic Puri Namkeen,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-magic-puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1_17kUtqwXy7DsJaAxtI0CqfAZAjO6nxp,5,Premium Bhavnagri Magic Puri traditional crunchy savory snack,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Mix Kathol | Crunchy Sprouted Spiced Legumes Mix 250g,premium-bhavnagri-mix-kathol,"Savor the wholesome crunch and authentic spices of our Premium Bhavnagri Mix Kathol. This traditional Gujarati namkeen is a vibrant mix of slow-roasted sprouted legumes (kathol) including green mung, moth beans, and black chick peas, tossed with golden sev, crispy peanuts, and infused with red chilli, dry mango powder, and aromatic hing. Packed with protein and dietary fibre, it is the perfect guilt-free snack for health-conscious snackers and spice lovers alike. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Mix Kathol, Sprouted Legumes, Legume Snack, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Protein Snacks, Healthy Snacks, Tea Time Snack, Spicy Mix",TRUE,Active,BF-MXKTHL-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1nQaLTgT5VZ1Sq-7ATNmTrqcHZVTkq4up,1,Crispy texture close-up of Premium Bhavnagri Mix Kathol showing delicious handcrafted ingredients,,FALSE,Buy Premium Bhavnagri Mix Kathol Online | Sprouted Legumes Mix 250g,"Order authentic Bhavnagri Mix Kathol - crunchy slow-roasted sprouted mung & moth legumes mixed with sev & spices. High protein, high fibre snack. Shop now!",,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-MXKTHL-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Healthy Choice,Protein Snacks,Namkeen,Bhavnagri,Sprouted Mix
,premium-bhavnagri-mix-kathol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1oRMtnRTpARdQ6boLfr8wmxi1cyUAK6hm,2,"Premium quality features of Bhavnagri Mix Kathol - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-mix-kathol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1m6SiJ9waLf0GE0vjndqxBvOEkOwRKBqG,3,Enjoying Premium Bhavnagri Mix Kathol as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-mix-kathol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1GoZyIFVbcWredbISuL0VER1-pm5QgyyJ,4,Multiple premium presentation views and packaging details of Bhavnagri Mix Kathol Namkeen,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-mix-kathol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1SYWKJmdFeYP85XvdCC04gRU4b6aRnyOX,5,Premium Bhavnagri Mix Kathol traditional crunchy savory snack,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Nylon Papadi | Crispy Wafer Gram Flour Ribbon Snack 250g,premium-bhavnagri-nylon-papadi,"Experience the delicate, paper-thin crunch of our Premium Bhavnagri Nylon Papadi. These long, ultra-fine crispy ribbons are crafted from a seasoned gram flour (besan) dough enriched with carom seeds (ajwain) and a touch of asafoetida. Deep-fried to a light, golden airiness, each papadi melts on your tongue with a mild, comforting spice. A classic Gujarati snack typically served during Sunday breakfasts with fresh jalebis and spicy papaya sambharo. No preservatives. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Nylon Papadi, Papadi, Ribbon Snack, Gram Flour Snack, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Crispy Wafers, Tea Time Snack, Traditional Breakfast",TRUE,Active,BF-NYLPPD-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1MxcY3M-cFOsggnqZ_TADQdJPIq4-WY5u,1,Crispy texture close-up of Premium Bhavnagri Nylon Papadi showing delicious handcrafted ingredients,,FALSE,Buy Premium Bhavnagri Nylon Papadi Online | Crispy Gram Wafer 250g,Order authentic Bhavnagri Nylon Papadi - paper-thin delicate gram flour ribbons seasoned with carom seeds & hing. Traditional Sunday breakfast namkeen. Shop now!,,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-NYLPPD-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Signature Item,Breakfast Range,Namkeen,Bhavnagri,Nylon Wafers
,premium-bhavnagri-nylon-papadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1-562m5Wi7MUW3l73OBJHPPLviZyrwcr0,2,"Premium quality features of Bhavnagri Nylon Papadi - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-nylon-papadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1PsJ7e51oRPSVAD9nXs6DskMRianwmjq6,3,Enjoying Premium Bhavnagri Nylon Papadi as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-nylon-papadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1Q7e29nwOX91mapsvZG85eiKkMWFr1Ekh,4,Multiple premium presentation views and packaging details of Bhavnagri Nylon Papadi Namkeen,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-nylon-papadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1SgLHkIwTCAVfueBudtR1h3mjXtYFZ93u,5,Premium Bhavnagri Nylon Papadi traditional crunchy savory snack,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Jhal Muri | Spicy Tangy Puffed Rice Mix 250g,premium-bhavnagri-jhal-muri,"Ignite your senses with the iconic street food flavor of our Premium Bhavnagri Jhal Muri. This classic Bengali-Gujarati fusion namkeen features light, airy puffed rice (muri) tossed with crunchy sev, roasted peanuts, dried coconut slices, and an explosive, tangy-spicy spice blend that mimics the authentic mustard oil and mango pickle infusion. Extremely light, fiery, and addictive - it is the ultimate companion for evening chats and rainy afternoons. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Jhal Muri, Puffed Rice Mix, Tangy Snack, Spicy Mix, Bengali Snacks, Bhavnagri Namkeen, Indian Snacks, Street Food, Tea Time Snack, Light Munchies",TRUE,Active,BF-JHLMRI-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1eWkfd1cLYWiBg64KABuuEf3RSQINzwOD,1,Crispy texture close-up of Premium Bhavnagri jhal muri showing delicious handcrafted ingredients,,FALSE,Buy Premium Bhavnagri Jhal Muri Online | Spicy Tangy Puffed Rice 250g,"Order authentic Bhavnagri Jhal Muri - fiery tangy puffed rice tossed with golden sev, peanuts & spicy street food masala. Airy, light, and addictive snack. Shop now!",,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-JHLMRI-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Unique Find,Light Munchies,Namkeen,Bhavnagri,Spicy Puffed Rice
,premium-bhavnagri-jhal-muri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1sty8Yrd8A0hmLVl3A6Z8sV5GiQgHcWqd,2,"Premium quality features of Bhavnagri jhal muri - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-jhal-muri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1TSVpvqlPonHdniyPF1QJ5xizlg45Oy7M,3,Enjoying Premium Bhavnagri jhal muri as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-jhal-muri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=19rfKqJYI4Rfi9Ehkube95s7iK27BP7FO,4,Multiple premium presentation views and packaging details of Bhavnagri jhal muri Namkeen,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-jhal-muri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1JB3eB1bhN_VWNtNF9a6ZlY_fdmhhAosk,5,Premium Bhavnagri jhal muri traditional crunchy savory snack,,,,,,,,,,,,,,,,,,
